dataset,cluster,Ground_Truth,variant,rank,gene,is_regex_noise,is_any_noise,is_low_gini,is_canonical_marker
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,38,EML4,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,39,CD69,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,40,MT-ND1,True,True,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,41,JUNB,True,True,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,42,CCL4,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,43,METTL9,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,44,CITED2,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,45,TGFB1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,46,PDE4B,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,47,CALM2,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,48,NR3C1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,49,TUBA4A,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,filter_only,50,FAM177A1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,1,ZFP36L2,False,False,False,True
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,2,CXCR4,False,False,False,True
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,3,ZFP36,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,4,ANXA1,False,False,False,True
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,5,IL7R,False,False,False,True
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,6,TSC22D3,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,7,GLIPR1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,8,LEPROTL1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,9,KLF6,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,10,PTGER4,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,11,RGCC,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,12,FAM129A,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,13,TNFAIP3,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,14,MYADM,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,15,CYTIP,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,16,SAMSN1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,17,YPEL5,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,18,CCNH,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,19,CD55,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,20,LMNA,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,21,PARP8,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,22,AIM1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,23,PNRC1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,24,AHNAK,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,25,ELF1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,26,GPR183,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,27,TOB1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,28,DUSP1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,29,VIM,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,30,PLK3,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,31,TOMM7,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,32,MCL1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,33,EZR,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,34,SCML4,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,35,SYTL3,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,36,EML4,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,37,CD69,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,38,CCL4,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,39,METTL9,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,40,CITED2,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,41,TGFB1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,42,PDE4B,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,43,CALM2,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,44,NR3C1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,45,TUBA4A,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,46,FAM177A1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,47,PIK3R1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,48,RUNX3,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,49,STK4,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,regex_mask,50,CD44,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,1,ZFP36,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,2,ANXA1,False,False,False,True
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,3,IL7R,False,False,False,True
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,4,KLF6,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,5,RGCC,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,6,MYADM,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,7,LMNA,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,8,GPR183,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,9,TOB1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,10,DUSP1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,11,VIM,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,12,CD69,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,13,CCL4,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,14,CITED2,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,15,TUBA4A,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,16,SLC2A3,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,17,NR4A2,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,18,XCL1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,19,PPP1R15A,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,20,ZNF683,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,21,ANKRD28,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,22,RGS1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,23,S100A10,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,24,SLC7A5,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,25,REL,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,26,XCL2,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,27,ALOX5AP,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,28,GLUL,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,29,CDKN1A,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,30,PFKFB3,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,31,TSPYL2,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,32,SPRY1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,33,AREG,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,34,ZNF331,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,35,CTD-3252C9.4,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,36,PERP,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,37,SAT1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,38,TXNIP,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,39,H2AFX,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,40,NR4A3,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,41,SMIM3,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,42,MYBL1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,43,NFKBIA,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,44,LGALS3,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,45,LSR,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,46,CXCR6,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,47,KLRC1,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,48,CREM,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,49,CAPG,False,False,False,False
CD8,CD8.c02.Tm.IL7R,CD8_EffectorMemory,full_core,50,CLU,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,1,RPL30,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,2,FAU,False,True,True,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,3,RPS15A,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,4,RPL39,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,5,RPL35A,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,6,RPL28,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,7,RPLP2,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,8,RPL10,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,9,RPS8,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,10,MALAT1,False,True,True,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,11,RPS27A,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,12,RPL34,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,13,RPL32,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,14,RPS24,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,15,RPS15,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,16,RPL7A,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,17,RPS14,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,18,RPS13,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,19,RPS28,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,20,RPL19,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,21,RPS7,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,22,RPS25,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,23,AC090498.1,False,True,True,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,24,RPS3,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,25,RPS21,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,26,RPS12,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,27,RPL18,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,28,RPS27,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,29,RPL11,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,30,CCL5,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,31,GZMK,False,False,False,True
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,32,CCL4,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,33,FTL,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,34,RPL23A,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,35,RPL36,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,36,DNAJB1,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,37,CCL4L2,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,38,RPL12,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,39,RPL18A,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,40,RPL24,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,41,RPS23,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,42,RPS26,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,43,HSPA1B,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,44,RPS10,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,45,CD69,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,46,RPL14,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,47,EEF1D,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,48,RPS3A,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,49,RPL31,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,standard,50,TXNIP,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,1,CCL5,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,2,GZMK,False,False,False,True
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,3,CCL4,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,4,CCL4L2,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,5,HSPA1B,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,6,HSPA6,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,7,PSMD5-AS1,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,8,TRBV29-1,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,9,CCL3L3,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,10,DSEL,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,11,C4orf47,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,12,NXPH4,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,13,HSPA1L,True,True,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,filter_only,14,SPP1,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,regex_mask,1,CCL5,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,regex_mask,2,GZMK,False,False,False,True
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,regex_mask,3,CCL4,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,regex_mask,4,CCL4L2,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,regex_mask,5,PSMD5-AS1,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,regex_mask,6,CCL3L3,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,regex_mask,7,DSEL,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,regex_mask,8,C4orf47,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,regex_mask,9,NXPH4,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,regex_mask,10,SPP1,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,full_core,1,GZMK,False,False,False,True
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,full_core,2,CCL4,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,full_core,3,CCL4L2,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,full_core,4,CCL3L3,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,full_core,5,DSEL,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,full_core,6,NXPH4,False,False,False,False
CD8,CD8.c03.Tm.RPS12,CD8_EffectorMemory,full_core,7,SPP1,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,1,CD52,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,2,TXNIP,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,3,SH3BGRL3,False,True,True,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,4,CCL5,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,5,CD99,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,6,CD2,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,7,MALAT1,False,True,True,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,8,GZMH,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,9,C9orf142,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,10,S100A4,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,11,IL32,False,True,True,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,12,GIMAP7,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,13,ACTB,False,True,True,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,14,MYL12A,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,15,ZNF683,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,16,PTPRCAP,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,17,MT-ND2,True,True,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,18,PPP1R18,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,19,CD3E,False,True,True,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,20,TBC1D10C,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,21,EMP3,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,22,LCP2,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,23,GZMA,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,24,CLIC1,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,25,ZYX,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,26,RAC2,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,27,ACTG1,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,28,GIMAP1,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,29,TRAF3IP3,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,30,S100A6,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,31,TMSB4X,False,True,True,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,32,ITM2B,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,33,CTSD,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,34,HOPX,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,35,GIMAP4,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,36,MT-CYB,True,True,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,37,EVL,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,38,CISH,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,39,ACAP1,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,40,HCST,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,41,B2M,False,True,True,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,42,LINC00861,True,True,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,43,CD8B,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,44,IFITM2,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,45,RCSD1,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,46,MT-CO1,True,True,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,47,LAT,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,48,TRAC,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,49,PFN1,False,True,True,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,standard,50,S100A10,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,1,CD52,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,2,TXNIP,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,3,CCL5,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,4,CD99,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,5,CD2,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,6,GZMH,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,7,C9orf142,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,8,S100A4,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,9,GIMAP7,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,10,ZNF683,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,11,PPP1R18,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,12,TBC1D10C,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,13,EMP3,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,14,LCP2,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,15,GZMA,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,16,ZYX,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,17,GIMAP1,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,18,TRAF3IP3,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,19,CTSD,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,20,HOPX,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,21,GIMAP4,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,22,CISH,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,23,ACAP1,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,24,LINC00861,True,True,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,25,IFITM2,False,False,False,False
CD8,CD8.c04.Tm.CD52,CD8_EffectorMemory,filter_only,26,RCSD1,False,False,False,False
